timestamp,nodeid,light,anomaly
1522,3,323.84,False
1522,9,1847.36,True
1522,19,397.44,False
1522,21,368.0,False
1522,22,802.24,False
1522,23,368.0,False
1522,25,1847.36,True
1522,27,165.6,True
1522,34,1847.36,True
1522,36,1847.36,True
1522,53,1847.36,True
1523,7,224.48,False
1523,13,1199.68,False
1523,17,1023.04,False
1523,21,368.0,False
1523,22,772.8,False
1523,23,368.0,False
1523,25,1847.36,True
1523,43,478.4,False
1524,6,1081.92,False
1524,17,1023.04,False
1524,21,368.0,True
1524,22,743.36,False
1524,23,368.0,False
1524,26,1847.36,True
1524,31,1611.84,False
1524,33,831.68,False
1524,34,1847.36,False
1525,11,1494.08,False
1525,19,382.72,True
1525,22,743.36,False
1525,24,1788.48,False
1525,25,1847.36,True
1525,26,1847.36,True
1525,27,150.88,True
1525,31,1847.36,True
1525,33,831.68,False
1525,36,1847.36,True
1525,40,1317.44,False
1525,41,1199.68,False
1525,42,1140.8,False
1525,46,397.44,False
1526,3,323.84,True
1526,7,224.48,True
1526,19,368.0,False
1526,21,368.0,False
1526,31,1611.84,False
1526,33,831.68,False
1526,35,1435.2,False
1526,41,1199.68,False
1526,42,1140.8,False
1526,43,478.4,False
1526,44,1081.92,False
1526,47,1847.36,True
1526,48,802.24,False
1527,2,507.84,False
1527,3,323.84,False
1527,7,224.48,False
1527,9,1847.36,True
1527,19,368.0,False
1527,21,368.0,False
1527,22,743.36,False
1527,23,368.0,False
1527,35,1140.8,False
1527,38,1376.32,False
1527,52,353.28,False
1527,54,1847.36,True
1528,1,353.28,False
1528,3,412.16,False
1528,7,224.48,False
1528,14,441.6,False
1528,19,368.0,False
1528,22,743.36,False
1528,25,1847.36,True
1528,27,180.32,True
1528,33,831.68,False
1528,38,1376.32,False
1528,39,412.16,False
1528,40,1376.32,False
1528,42,1140.8,False
1528,53,1847.36,True
1528,54,1847.36,True
1529,19,368.0,False
1529,22,743.36,False
1529,25,1847.36,True
1529,42,1140.8,False
1529,46,397.44,False
1529,47,1847.36,True
1529,52,353.28,False
1529,54,1847.36,True
1530,2,478.4,False
1530,6,1081.92,False
1530,7,224.48,True
1530,11,1494.08,False
1530,19,368.0,False
1530,21,368.0,False
1530,22,743.36,False
1530,23,368.0,False
1530,34,1847.36,True
1530,36,1847.36,True
1530,42,1140.8,False
1530,47,1847.36,True
1530,51,625.6,False
1531,7,224.48,False
1531,21,368.0,False
1531,22,743.36,False
1531,23,368.0,False
1531,24,1847.36,True
1531,43,478.4,False
1531,44,1081.92,False
1531,46,412.16,False
1531,48,831.68,False
1532,9,1847.36,True
1532,19,353.28,False
1532,22,713.92,False
1532,23,368.0,False
1532,25,1847.36,True
1532,30,1847.36,True
1532,42,1140.8,False
1532,43,478.4,False
1532,54,1847.36,True
1533,7,224.48,True
1533,19,368.0,False
1533,22,713.92,False
1533,23,368.0,False
1533,24,1847.36,True
1533,42,1140.8,False
1533,47,1847.36,True
1534,14,426.88,False
1534,21,368.0,False
1534,22,684.48,False
1534,23,368.0,False
1534,41,1140.8,False
1534,54,1847.36,True
1535,7,224.48,True
1535,9,1847.36,True
1535,13,1494.08,False
1535,21,368.0,True
1535,26,1847.36,True
1535,31,1847.36,True
1535,35,1081.92,False
1535,38,1376.32,False
1535,42,1140.8,False
1535,45,861.12,False
1535,53,1847.36,False
1535,54,1847.36,False
1536,1,338.56,True
1536,21,368.0,True
1536,22,713.92,False
1536,23,368.0,True
1536,25,1847.36,False
1536,31,1847.36,False
1536,39,412.16,False
1536,42,1140.8,False
1536,45,861.12,False
1536,53,1847.36,True
1537,3,323.84,True
1537,6,1081.92,False
1537,9,1847.36,True
1537,21,368.0,True
1537,22,684.48,False
1537,24,1847.36,False
1537,25,1847.36,False
1537,38,1317.44,False
1537,52,353.28,True
1537,54,1847.36,False
1538,7,224.48,True
1538,9,1847.36,True
1538,19,353.28,False
1538,22,684.48,False
1538,24,1847.36,True
1538,25,1847.36,True
1538,33,802.24,False
1538,35,1081.92,False
1538,38,1317.44,False
1538,43,478.4,False
1538,47,1847.36,True
1538,52,338.56,False
1539,1,338.56,True
1539,2,478.4,False
1539,7,224.48,True
1539,9,1847.36,True
1539,13,1199.68,False
1539,19,353.28,False
1539,35,1081.92,False
1539,36,1847.36,True
1539,43,478.4,False
1539,44,1081.92,False
1539,49,1670.72,False
1539,53,1847.36,True
1540,1,338.56,False
1540,2,478.4,False
1540,21,368.0,False
1540,22,655.04,False
1540,25,1847.36,True
1540,34,1847.36,True
1540,36,1847.36,True
1540,51,655.04,False
1540,53,1847.36,True
1541,2,478.4,False
1541,22,684.48,False
1541,23,368.0,False
1541,42,1140.8,False
1541,46,412.16,False
1541,52,338.56,False
1542,1,338.56,False
1542,7,224.48,True
1542,21,368.0,False
1542,22,655.04,False
1542,23,368.0,False
1542,24,1847.36,True
1542,34,1847.36,True
1542,35,1081.92,False
1542,37,920.0,False
1542,41,1140.8,False
1542,45,861.12,False
1542,47,1847.36,True
1542,53,1847.36,True
1542,54,1847.36,True
1543,6,1081.92,False
1543,11,1494.08,False
1543,17,772.8,False
1543,23,368.0,True
1543,26,1847.36,False
1543,34,1847.36,False
1543,35,1376.32,False
1543,40,1317.44,False
1543,48,861.12,False
1544,7,224.48,True
1544,10,507.84,False
1544,19,353.28,True
1544,22,655.04,False
1544,23,368.0,False
1544,24,1847.36,True
1544,25,1847.36,True
1544,26,1847.36,True
1544,33,831.68,False
1544,38,1317.44,False
1544,45,861.12,False
1545,7,224.48,True
1545,9,1847.36,True
1545,10,537.28,False
1545,11,1435.2,False
1545,21,368.0,True
1545,22,655.04,False
1545,23,368.0,True
1545,24,1847.36,True
1545,25,1847.36,True
1545,36,1847.36,True
1545,40,1317.44,False
1545,41,1140.8,False
1545,45,861.12,False
1545,47,1847.36,True
1545,53,1847.36,True
1546,7,224.48,True
1546,19,353.28,True
1546,21,368.0,True
1546,22,625.6,False
1546,23,368.0,True
1546,33,802.24,False
1546,35,1081.92,False
1546,36,1847.36,True
1546,41,1199.68,False
1546,46,426.88,False
1546,47,1847.36,True
1546,49,1729.6,True
1546,53,1847.36,True
1546,54,1847.36,True
1547,2,478.4,False
1547,4,294.4,False
1547,7,224.48,True
1547,9,1847.36,True
1547,10,537.28,False
1547,11,1435.2,False
1547,19,353.28,False
1547,21,368.0,False
1547,22,655.04,False
1547,33,802.24,False
1547,39,412.16,False
1547,40,1317.44,False
1547,44,1081.92,False
1547,48,861.12,False
1547,49,1729.6,True
1548,2,478.4,False
1548,3,323.84,False
1548,9,1847.36,True
1548,13,1199.68,False
1548,21,368.0,False
1548,25,1847.36,True
1548,26,1847.36,True
1548,41,1199.68,False
1548,47,1847.36,True
1548,52,338.56,False
1549,1,338.56,False
1549,7,224.48,True
1549,17,772.8,False
1549,19,353.28,False
1549,21,368.0,False
1549,22,655.04,False
1549,33,802.24,False
1549,34,1847.36,True
1549,36,1847.36,True
1549,38,1317.44,False
1549,46,426.88,False
1549,48,861.12,False
1549,49,1729.6,True
1549,51,655.04,False
1549,53,1847.36,True
1550,4,294.4,False
1550,9,1847.36,True
1550,10,537.28,False
1550,17,772.8,False
1550,21,368.0,False
1550,23,368.0,False
1550,24,1847.36,True
1550,33,802.24,False
1550,37,920.0,False
1550,40,1317.44,False
1550,44,1081.92,False
1550,45,890.56,False
1550,48,861.12,False
1551,7,224.48,False
1551,14,426.88,False
1551,21,368.0,False
1551,22,625.6,False
1551,23,368.0,False
1551,33,802.24,False
1551,34,1847.36,True
1551,37,920.0,False
1551,38,1317.44,False
1551,44,1081.92,False
1551,47,1847.36,True
1551,48,861.12,False
1551,54,1847.36,True
1552,4,294.4,False
1552,7,224.48,True
1552,9,1847.36,True
1552,17,772.8,False
1552,19,353.28,False
1552,21,368.0,False
1552,22,625.6,False
1552,23,368.0,False
1552,36,1847.36,True
1552,37,920.0,False
1552,39,397.44,False
1552,45,890.56,False
1552,47,1847.36,True
1552,54,1847.36,True
1553,1,338.56,False
1553,2,478.4,False
1553,7,224.48,False
1553,9,1847.36,True
1553,17,772.8,False
1553,19,353.28,False
1553,21,368.0,False
1553,22,625.6,False
1553,25,1847.36,True
1553,37,920.0,False
1553,44,1081.92,False
1553,45,890.56,False
1553,51,655.04,False
1554,14,426.88,False
1554,17,772.8,False
1554,21,368.0,False
1554,22,625.6,False
1554,23,368.0,False
1554,24,1847.36,True
1554,25,1847.36,True
1554,30,1847.36,True
1554,34,1847.36,True
1554,42,1199.68,False
1554,43,456.32,False
1554,48,861.12,False
1554,51,655.04,False
1554,54,1847.36,True
1555,2,478.4,False
1555,3,323.84,True
1555,6,1081.92,False
1555,17,772.8,False
1555,21,368.0,False
1555,22,625.6,False
1555,23,368.0,False
1555,24,1847.36,True
1555,35,1081.92,False
1555,36,1847.36,True
1555,47,1847.36,True
1555,48,890.56,False
1555,49,1788.48,True
1556,1,338.56,False
1556,2,478.4,False
1556,19,353.28,False
1556,21,368.0,False
1556,23,368.0,False
1556,25,1847.36,True
1556,34,1847.36,True
1556,38,1317.44,False
1556,47,1847.36,True
1556,52,338.56,False
1556,53,1847.36,True
1557,4,294.4,False
1557,7,224.48,False
1557,9,1847.36,True
1557,14,426.88,False
1557,19,353.28,False
1557,21,368.0,False
1557,22,625.6,False
1557,23,368.0,False
1557,35,1081.92,False
1557,36,1847.36,True
1557,37,920.0,False
1557,51,655.04,False
1558,1,338.56,False
1558,2,478.4,False
1558,3,323.84,False
1558,19,353.28,False
1558,21,368.0,False
1558,22,655.04,False
1558,23,368.0,False
1558,36,1847.36,True
1558,38,1258.56,False
1558,40,1258.56,False
1558,43,456.32,False
1558,44,1140.8,False
1559,2,478.4,False
1559,3,323.84,False
1559,9,1847.36,True
1559,13,1140.8,False
1559,21,368.0,True
1559,22,655.04,False
1559,24,1847.36,True
1559,26,1847.36,True
1559,34,1847.36,True
1559,36,1847.36,True
1559,39,397.44,False
1559,41,1140.8,False
1559,44,1140.8,False
1559,48,890.56,False
1559,53,1847.36,True
1560,2,478.4,False
1560,9,1847.36,True
1560,21,368.0,False
1560,22,655.04,False
1560,23,368.0,False
1560,38,1258.56,False
1560,39,397.44,False
1560,42,1199.68,False
1560,45,920.0,False
1560,53,1847.36,True
1561,3,309.12,False
1561,21,368.0,False
1561,22,655.04,False
1561,23,368.0,False
1561,35,1081.92,False
1561,36,1847.36,True
1561,38,1258.56,False
1561,39,397.44,False
1561,40,1258.56,False
1561,43,456.32,False
1561,44,1140.8,False
1561,48,890.56,False
1561,52,338.56,False
1562,3,323.84,False
1562,4,279.68,False
1562,7,224.48,False
1562,10,537.28,False
1562,13,1140.8,False
1562,19,382.72,False
1562,21,368.0,False
1562,22,684.48,False
1562,31,1494.08,True
1562,38,1258.56,False
1562,42,1199.68,False
1562,43,456.32,False
1562,53,1847.36,True
1563,1,338.56,False
1563,3,323.84,False
1563,7,224.48,False
1563,21,368.0,False
1563,22,684.48,False
1563,23,368.0,False
1563,41,1081.92,False
1563,45,920.0,False
1563,46,441.6,False
1563,52,338.56,False
1564,2,478.4,False
1564,3,309.12,False
1564,21,353.28,False
1564,22,684.48,False
1564,23,368.0,False
1564,36,1847.36,True
1564,41,1081.92,False
1564,45,920.0,False
1564,46,441.6,False
1564,47,1847.36,True
1564,51,655.04,False
1565,1,323.84,False
1565,2,478.4,False
1565,6,1023.04,False
1565,21,353.28,False
1565,22,713.92,False
1565,42,1199.68,False
1565,45,920.0,False
1565,47,1847.36,True
1565,48,890.56,False
1565,49,1847.36,True
1565,51,655.04,False
1566,3,309.12,False
1566,4,279.68,False
1566,19,382.72,False
1566,22,684.48,False
1566,23,368.0,False
1566,27,250.24,True
1566,44,1140.8,False
1566,45,920.0,False
1566,46,456.32,False
1566,53,1847.36,True
1566,54,1847.36,True
1567,1,323.84,False
1567,2,478.4,False
1567,9,1847.36,True
1567,22,713.92,False
1567,24,1670.72,False
1567,31,1494.08,False
1567,34,1847.36,True
1567,40,1258.56,False
1567,41,1023.04,False
1567,45,920.0,False
1568,19,382.72,False
1568,21,353.28,False
1568,23,368.0,False
1568,24,1611.84,True
1568,36,1847.36,True
1568,46,456.32,False
1569,1,323.84,False
1569,2,478.4,False
1569,3,309.12,False
1569,4,279.68,False
1569,7,224.48,False
1569,19,382.72,False
1569,22,713.92,False
1569,23,368.0,False
1569,27,250.24,False
1569,34,1847.36,True
1569,38,1258.56,False
1569,39,397.44,False
1569,40,1199.68,False
1569,52,338.56,False
1570,9,1847.36,True
1570,19,382.72,False
1570,21,353.28,False
1570,22,713.92,False
1570,24,1611.84,False
1570,39,397.44,False
1570,45,964.16,False
1570,46,456.32,False
1570,53,1847.36,True
1571,9,1847.36,True
1571,19,382.72,False
1571,22,713.92,False
1571,24,1611.84,False
1571,30,1847.36,True
1571,33,743.36,False
1571,36,1847.36,True
1571,38,1258.56,False
1571,44,1140.8,False
1571,45,964.16,False
1571,46,456.32,False
1571,48,920.0,False
1572,1,323.84,True
1572,19,382.72,False
1572,23,353.28,True
1572,24,1611.84,False
1572,35,1023.04,False
1572,36,1847.36,True
1572,40,1199.68,False
1572,48,920.0,False
1573,9,1847.36,True
1573,19,397.44,False
1573,22,713.92,False
1573,34,1847.36,True
1573,40,1199.68,False
1573,41,1023.04,False
1573,47,1847.36,True
1574,3,309.12,True
1574,13,1140.8,False
1574,21,338.56,False
1574,22,713.92,False
1574,24,1552.96,False
1574,27,235.52,True
1574,34,1847.36,True
1574,37,861.12,False
1574,48,920.0,False
1575,2,478.4,False
1575,7,224.48,True
1575,9,1847.36,True
1575,10,507.84,False
1575,21,338.56,False
1575,22,743.36,False
1575,35,1023.04,False
1575,36,1847.36,True
1575,38,1199.68,False
1575,39,397.44,False
1575,40,1199.68,False
1575,48,964.16,False
1575,49,1847.36,True
1576,3,309.12,False
1576,7,224.48,False
1576,9,1847.36,True
1576,13,1140.8,False
1576,21,338.56,False
1576,22,713.92,False
1576,23,353.28,False
1576,24,1494.08,True
1576,44,1140.8,False
1576,48,964.16,False
1577,3,309.12,False
1577,10,507.84,False
1577,21,338.56,False
1577,22,713.92,False
1577,23,353.28,False
1577,39,382.72,False
1577,40,1199.68,False
1577,52,338.56,False
1578,1,309.12,False
1578,2,478.4,False
1578,21,338.56,False
1578,22,713.92,False
1578,23,353.28,False
1578,40,1199.68,False
1578,48,964.16,False
1578,51,684.48,False
1578,54,1847.36,True
1579,1,323.84,False
1579,11,1435.2,False
1579,21,338.56,False
1579,22,743.36,False
1579,23,353.28,False
1579,24,1494.08,False
1579,52,338.56,False
1580,22,743.36,False
1580,24,1435.2,False
1580,25,1847.36,True
1580,27,224.48,True
1580,33,713.92,False
1580,38,1199.68,False
1580,47,1847.36,True
1580,53,1847.36,True
1581,22,743.36,False
1581,23,338.56,False
1581,25,1847.36,True
1581,45,964.16,False
1582,9,1847.36,True
1582,19,397.44,True
1582,21,338.56,True
1582,22,743.36,False
1582,49,1847.36,True
1582,51,684.48,False
1582,52,323.84,True
1582,53,1847.36,True
1583,7,224.48,True
1583,9,1847.36,True
1583,22,743.36,False
1583,25,1847.36,True
1583,40,1199.68,False
1583,42,1258.56,False
1583,45,964.16,False
1583,52,323.84,True
1583,53,1847.36,False
1584,9,1847.36,True
1584,13,1140.8,False
1584,21,323.84,True
1584,22,743.36,False
1584,23,338.56,True
1584,36,1847.36,False
1584,47,1847.36,False
1584,49,1847.36,True
1584,51,684.48,False
1584,52,323.84,True
1585,9,1847.36,True
1585,11,1435.2,False
1585,21,323.84,True
1585,22,743.36,False
1585,23,338.56,True
1585,34,1847.36,True
1585,36,1847.36,True
1585,38,1199.68,False
1585,44,1140.8,False
1585,46,478.4,False
1585,48,964.16,False
1585,49,1847.36,True
1586,4,279.68,True
1586,21,323.84,False
1586,22,743.36,False
1586,25,1847.36,True
1586,27,209.76,True
1586,38,1140.8,False
1586,39,382.72,False
1586,41,1023.04,False
1586,49,1847.36,True
1586,54,1847.36,True
1587,3,309.12,False
1587,6,1023.04,False
1587,7,217.12,False
1587,9,1847.36,True
1587,21,323.84,False
1587,22,743.36,False
1587,34,1847.36,True
1587,39,382.72,False
1587,47,1847.36,True
1588,4,279.68,False
1588,7,217.12,False
1588,19,397.44,False
1588,21,323.84,False
1588,22,743.36,False
1588,23,338.56,False
1588,41,1023.04,False
1588,46,478.4,False
1588,47,1847.36,True
1588,49,1847.36,True
1589,9,1847.36,True
1589,19,412.16,False
1589,21,323.84,False
1589,22,743.36,False
1589,23,338.56,False
1589,35,1023.04,False
1589,41,964.16,False
1589,45,1023.04,False
1589,54,1847.36,True
1590,1,309.12,False
1590,7,217.12,False
1590,21,323.84,False
1590,22,772.8,False
1590,23,338.56,False
1590,38,1140.8,False
1590,45,1023.04,False
1590,47,1847.36,True
1590,54,1847.36,True
1591,1,309.12,False
1591,7,217.12,False
1591,14,412.16,False
1591,21,323.84,False
1591,22,743.36,False
1591,23,338.56,False
1591,35,1023.04,False
1591,36,1847.36,True
1591,40,1140.8,False
1591,44,1140.8,False
1591,47,1847.36,True
1592,1,309.12,False
1592,7,217.12,False
1592,9,1847.36,True
1592,10,507.84,False
1592,19,412.16,False
1592,21,323.84,False
1592,22,743.36,False
1592,24,1258.56,False
1592,25,1847.36,True
1592,38,1140.8,False
1592,41,1023.04,False
1592,43,441.6,False
1592,45,1023.04,False
1592,48,964.16,False
1592,52,323.84,False
1593,6,1023.04,False
1593,21,309.12,False
1593,22,743.36,False
1593,23,323.84,False
1593,24,1199.68,False
1593,29,441.6,False
1593,42,1317.44,False
1593,48,964.16,False
1594,1,309.12,False
1594,21,309.12,False
1594,22,772.8,False
1594,44,1140.8,False
1595,1,309.12,False
1595,7,217.12,False
1595,13,1081.92,False
1595,21,309.12,False
1595,22,743.36,False
1595,23,323.84,False
1595,33,684.48,False
1595,38,1140.8,False
1595,45,1023.04,False
1595,46,507.84,False
1595,48,964.16,False
1595,49,1847.36,True
1596,1,309.12,False
1596,3,294.4,False
1596,13,1081.92,False
1596,21,309.12,False
1596,22,743.36,False
1596,23,323.84,False
1596,33,684.48,False
1596,39,382.72,False
1596,42,1317.44,False
1596,44,1140.8,False
1596,45,1023.04,False
1597,3,294.4,False
1597,7,217.12,False
1597,11,1376.32,False
1597,21,309.12,False
1597,22,772.8,False
1597,23,323.84,False
1597,35,964.16,False
1597,38,1140.8,False
1597,42,1317.44,False
1597,47,1847.36,True
1597,49,1847.36,True
1597,51,684.48,False
1597,53,1847.36,True
1598,1,309.12,False
1598,7,217.12,True
1598,37,861.12,False
1598,38,1140.8,False
1598,44,1140.8,False
1598,45,1023.04,False
1598,46,507.84,False
1598,52,323.84,False
1599,9,1847.36,True
1599,30,1847.36,True
1599,44,1140.8,False
1599,48,1023.04,False
1600,1,309.12,False
1600,3,294.4,True
1600,7,217.12,True
1600,10,507.84,False
1600,35,964.16,False
1600,36,1847.36,True
1600,37,861.12,False
1600,40,1081.92,False
1600,52,323.84,True
1600,53,1847.36,True
1601,9,1847.36,True
1601,13,1081.92,False
1601,36,1847.36,True
1601,46,507.84,False
1601,47,1847.36,True
1601,48,1023.04,False
1601,49,1847.36,False
1602,1,309.12,True
1602,11,1376.32,False
1602,33,655.04,False
1602,37,861.12,False
1602,38,1140.8,False
1602,41,964.16,False
1602,44,1199.68,False
1602,46,507.84,False
1602,49,1847.36,True
1603,14,397.44,True
1603,31,1376.32,False
1603,33,655.04,False
1603,40,1081.92,False
1603,44,1140.8,False
1603,48,1023.04,False
1603,54,1847.36,True
1604,1,309.12,True
1604,9,1847.36,True
1604,11,1376.32,False
1604,31,1376.32,False
1604,38,1081.92,False
1604,42,1317.44,False
1604,46,507.84,False
1605,39,382.72,True
1605,40,1081.92,False
1605,42,1317.44,False
1605,44,1140.8,False
1605,45,1081.92,False
1605,47,1847.36,True
1605,48,1023.04,False
1605,49,1847.36,True
1606,1,294.4,True
1606,3,294.4,True
1606,9,1847.36,True
1606,11,1258.56,False
1606,35,964.16,False
1606,36,1847.36,True
1606,39,382.72,False
1606,42,1317.44,False
1606,43,426.88,False
1606,44,1140.8,False
1606,45,1081.92,False
1606,47,1847.36,True
1606,48,1023.04,False
1606,51,713.92,False
