timestamp,nodeid,temperature,humidity,voltage,light
1561050,16,122.153,1.37672,2.31097,0.92
1566330,16,122.153,-3.02961,2.30202,0.92
1566360,16,122.153,-3.11036,2.30202,0.92
1566600,16,122.153,-1.982,2.30202,0.92
1664730,32,16.7642,53.3163,2.39484,279.68
1664760,32,16.6074,53.9156,2.39484,294.4
1664790,32,16.5682,54.073,2.39484,294.4
1664850,32,16.4702,54.4188,2.39484,294.4
1664910,32,16.382,54.8265,2.38522,309.12
1664970,32,16.2546,55.0769,2.38522,323.84
1665030,32,16.2252,55.1395,2.39484,323.84
1665120,32,16.1468,55.5767,2.38522,338.56
1665180,32,16.1762,55.4831,2.38522,353.28
1665480,32,16.2154,55.0456,2.38522,382.72
1665540,32,16.2056,55.2645,2.38522,382.72
1665600,32,16.0782,55.7014,2.38522,382.72
1665630,32,15.99,55.9195,2.38522,397.44
1665690,32,16.088,55.5767,2.38522,397.44
1665780,32,16.2154,55.1707,2.38522,412.16
1665840,32,16.137,55.6703,2.38522,426.88
1665870,32,16.235,55.4831,2.38522,426.88
1665930,32,16.186,55.6391,2.38522,426.88
1665960,32,16.1762,55.6703,2.38522,441.6
1666050,32,16.431,54.983,2.38522,456.32
1666080,32,16.3232,55.1395,2.39484,456.32
1666110,32,16.333,55.2333,2.39484,456.32
1666380,32,16.2252,55.7014,2.38522,478.4
1666410,32,16.2448,55.8261,2.38522,507.84
1666470,32,16.2742,55.5143,2.38522,507.84
1666560,32,16.4702,55.2645,2.38522,507.84
1666740,32,16.3624,55.5143,2.38522,537.28
1666770,32,16.4016,55.5455,2.38522,566.72
1666980,32,16.4114,55.7014,2.39484,596.16
1667040,32,16.5976,55.0143,2.38522,596.16
1667070,32,16.578,55.1707,2.38522,596.16
1667130,32,16.578,55.2645,2.39484,625.6
1667160,32,16.5878,55.1707,2.38522,625.6
1667250,32,16.5976,55.2645,2.39484,655.04
1667370,32,16.5584,55.5143,2.39484,655.04
1667460,32,16.5192,55.5143,2.39484,684.48
1667520,32,16.7544,54.9517,2.39484,684.48
1667610,32,16.7152,55.202,2.39484,713.92
1667790,32,16.97,54.2617,2.39484,743.36
1667850,32,16.9406,54.4501,2.39484,743.36
1667880,32,16.921,54.4815,2.39484,743.36
1667940,32,16.921,54.3245,2.39484,772.8
1667970,32,16.9112,54.3559,2.39484,772.8
1668000,32,16.8426,54.4815,2.39484,772.8
1668030,32,16.9014,54.4815,2.39484,772.8
1668060,32,16.8622,54.4501,2.39484,772.8
1668090,32,16.8916,54.5129,2.39484,772.8
1668120,32,16.9798,54.4501,2.39484,802.24
1668150,32,17.0288,54.3245,2.39484,802.24
1668210,32,16.872,54.7951,2.39484,802.24
1668240,32,16.8426,54.8891,2.39484,802.24
1668300,32,16.8328,54.8891,2.39484,831.68
1668360,32,16.9112,54.6384,2.38522,831.68
1668390,32,16.97,54.7638,2.39484,831.68
1668420,32,17.0484,54.3873,2.39484,831.68
1668450,32,16.9994,54.3873,2.39484,831.68
1668480,32,16.97,54.607,2.39484,831.68
1668510,32,16.9406,54.5443,2.39484,861.12
1668570,32,16.9112,54.8265,2.39484,861.12
1668600,32,16.9504,54.5443,2.39484,861.12
1668630,32,17.0092,54.3873,2.39484,861.12
1668660,32,16.9602,54.4815,2.39484,861.12
1668720,32,17.0974,54.1045,2.39484,861.12
1668750,32,17.1366,54.073,2.39484,890.56
1668780,32,17.1464,53.9471,2.39484,890.56
1668810,32,17.068,54.1988,2.39484,890.56
1668870,32,17.068,54.1988,2.39484,890.56
1668930,32,17.0778,54.1359,2.39484,890.56
1668990,32,17.1464,54.0101,2.39484,920.0
1669080,32,17.2738,53.5689,2.39484,920.0
1669170,32,17.2934,53.2531,2.39484,920.0
1669200,32,17.2248,53.4427,2.39484,964.16
1669230,32,17.264,53.3795,2.39484,964.16
1669260,32,17.313,53.2531,2.39484,964.16
1669290,32,17.264,53.5058,2.39484,964.16
1669320,32,17.3326,53.2847,2.39484,964.16
1669530,32,17.3718,53.4111,2.39484,964.16
1669710,32,17.5286,52.7784,2.39484,964.16
1692240,13,19.5572,53.2847,2.38522,1023.04
1699080,32,18.6556,52.715,2.41431,250.24
1699140,32,18.4596,53.2847,2.41431,250.24
1699230,32,18.44,53.3795,2.40453,235.52
1699290,32,18.489,53.3795,2.40453,235.52
1699350,32,18.636,52.6833,2.40453,235.52
1699470,32,18.342,53.6635,2.40453,235.52
1699530,32,18.2538,54.1359,2.40453,224.48
1699560,32,18.2636,54.1359,2.40453,224.48
1699590,32,18.4008,53.6005,2.40453,235.52
1699650,32,18.5576,53.2531,2.41431,235.52
1699680,32,18.4204,53.632,2.40453,235.52
1699740,32,18.342,54.0101,2.40453,235.52
1699770,32,18.4204,53.6951,2.40453,224.48
1699890,32,18.391,53.6951,2.40453,217.12
1700070,32,18.0284,54.7638,2.39484,202.4
1700100,32,18.293,54.0101,2.40453,180.32
1700130,32,18.3322,53.7896,2.40453,165.6
1700220,32,18.3224,53.8211,2.40453,158.24
1700250,32,18.293,53.9786,2.40453,150.88
1700340,32,18.3028,54.0101,2.40453,150.88
1700400,32,18.2636,53.9786,2.40453,165.6
1700430,32,18.0284,54.8265,2.39484,172.96
1700490,32,17.95,55.202,2.39484,187.68
1700520,32,17.9304,55.202,2.39484,187.68
1700580,32,17.8128,55.6079,2.39484,180.32
1700700,32,17.9794,54.983,2.39484,172.96
1700730,32,18.048,54.8265,2.39484,172.96
1700880,32,17.9892,55.1395,2.39484,172.96
1700970,32,17.9598,55.202,2.39484,172.96
1701030,32,17.7344,56.0129,2.39484,165.6
1701060,32,17.7932,55.9195,2.39484,165.6
1701210,32,17.7442,55.8572,2.39484,158.24
1701240,32,17.6364,56.1062,2.39484,158.24
1701270,32,17.5776,56.2616,2.39484,158.24
1701300,32,17.6462,56.2305,2.39484,158.24
1701330,32,17.5384,56.4479,2.39484,158.24
1701360,32,17.4796,56.758,2.39484,158.24
1701390,32,17.6168,56.4169,2.39484,158.24
1701420,32,17.7638,55.8884,2.40453,158.24
1701480,36,19.2632,52.7467,2.40453,507.84
1701540,32,17.5972,56.4479,2.39484,150.88
1701540,36,19.273,52.7784,2.41431,478.4
1701570,36,19.2926,52.6833,2.40453,478.4
1701600,32,17.4796,56.758,2.39484,150.88
1701630,30,18.6556,53.3163,2.41431,397.44
1701630,36,19.322,52.715,2.41431,478.4
1701660,30,18.6458,53.2531,2.41431,397.44
1701660,32,17.411,57.1912,2.39484,150.88
1701720,30,18.6164,53.3795,2.42416,397.44
1701810,32,17.5384,56.634,2.39484,150.88
1701870,30,18.538,53.632,2.41431,397.44
1701870,32,17.5384,56.572,2.39484,150.88
1701900,30,18.538,53.5374,2.41431,382.72
1701900,32,17.3816,56.9438,2.39484,150.88
1701930,30,18.538,53.5374,2.41431,382.72
1701930,32,17.5188,56.572,2.39484,150.88
1701930,47,19.4396,52.6833,2.42416,1847.36
1701960,30,18.4792,53.7266,2.41431,397.44
1701960,32,17.3718,57.0057,2.39484,150.88
1701960,34,18.9496,52.6833,2.41431,478.4
1701960,47,19.42,52.7467,2.42416,1847.36
1701990,32,17.313,57.2221,2.39484,143.52
1702020,30,18.44,53.8526,2.41431,382.72
1702020,32,17.2836,57.3456,2.39484,143.52
1702020,34,18.9398,52.7467,2.41431,478.4
1702050,30,18.4008,54.073,2.41431,382.72
1702050,36,19.1456,52.8101,2.40453,426.88
1702080,30,18.3714,54.1988,2.41431,382.72
1702080,32,17.411,57.0057,2.39484,143.52
1702110,30,18.44,54.0101,2.41431,382.72
1702140,30,18.44,54.0101,2.41431,368.0
1702140,32,17.2346,57.6232,2.39484,143.52
1702200,30,18.538,53.6951,2.41431,353.28
1702230,30,18.5184,53.8841,2.41431,353.28
1702290,30,18.4988,54.0415,2.41431,338.56
1702320,30,18.4792,54.0415,2.41431,323.84
1702320,32,17.1562,57.9927,2.38522,128.8
1702350,30,18.4988,53.9471,2.41431,323.84
1702350,32,17.1758,58.0235,2.39484,121.44
1702380,30,18.4596,53.9786,2.41431,309.12
1702410,32,17.1856,57.8697,2.39484,121.44
1702470,30,18.4106,54.1359,2.41431,294.4
1702500,32,17.1464,57.9927,2.39484,114.08
1702530,32,17.117,58.085,2.39484,114.08
1702560,30,18.4596,54.0101,2.41431,279.68
1702560,32,17.0582,58.085,2.39484,114.08
1702590,32,17.068,58.1157,2.39484,108.56
1702620,30,18.4988,53.8526,2.41431,250.24
1702620,32,17.1562,57.962,2.39484,104.88
1702650,30,18.4988,53.7896,2.41431,235.52
1702650,32,17.1758,57.8697,2.39484,97.52
1702650,36,18.93,53.4427,2.40453,264.96
1702680,30,18.4498,53.9156,2.41431,224.48
1702710,30,18.4204,54.0101,2.41431,217.12
1702740,30,18.44,54.073,2.41431,209.76
1702740,36,18.9398,53.3795,2.40453,235.52
1702770,30,18.4302,54.1045,2.41431,202.4
1702770,32,16.9994,58.4534,2.39484,86.48
1702800,32,17.0092,58.5148,2.39484,86.48
1702800,36,18.9202,53.5058,2.40453,235.52
1702830,30,18.44,54.1359,2.41431,209.76
1702830,32,17.0092,58.6374,2.39484,86.48
1702830,36,18.9398,53.3795,2.40453,235.52
1702860,32,16.9798,58.6374,2.39484,86.48
1702860,36,18.93,53.4111,2.40453,235.52
1702890,30,18.4008,54.2617,2.41431,217.12
1702890,32,17.0288,58.4534,2.39484,90.16
1702890,36,18.9496,53.4111,2.40453,235.52
1702920,32,17.0092,58.5148,2.39484,90.16
1702950,30,18.3812,54.1988,2.41431,217.12
1702980,30,18.44,54.1988,2.41431,217.12
1703010,32,17.8716,55.7638,2.39484,90.16
1703070,32,18.8222,53.2847,2.40453,90.16
1737630,19,122.153,22.978,2.28431,0.46
1737870,19,122.153,21.142,2.28431,0.46
1737900,19,122.153,7.898,2.27556,0.46
1737930,19,122.153,20.4776,2.27556,0.46
1737960,19,122.153,7.35397,2.27556,0.46
1738200,19,122.153,4.61736,2.26687,0.46
1738260,19,122.153,3.75162,2.27556,0.46
1740660,19,122.153,20.5515,2.27556,0.46
1740900,19,122.153,12.1343,2.27556,0.46
1740990,19,122.153,22.392,2.27556,0.46
1741020,19,122.153,8.86675,2.27556,0.46
1741080,19,122.153,7.35397,2.26687,0.46
1741110,19,122.153,20.1817,2.27556,0.46
1741170,19,122.153,19.1434,2.27556,0.46
1741500,19,122.153,-1.17872,2.26687,0.46
1741560,19,122.153,-1.90157,2.26687,0.46
1741590,19,122.153,13.0496,2.27556,0.46
1741620,19,122.153,-2.22342,2.26687,0.46
1741710,19,122.153,11.9815,2.26687,0.46
1741830,19,122.153,10.371,2.27556,0.46
1741950,19,122.153,9.29189,2.26687,0.46
1742130,19,122.153,7.35397,2.26687,0.46
1742190,19,122.153,6.34072,2.26687,0.46
1742310,19,122.153,4.61736,2.25825,0.46
1742430,19,122.153,3.90923,2.26687,0.46
1742790,19,122.153,0.022,2.25825,0.46
1742850,19,122.153,-0.697827,2.26687,0.46
1743090,19,122.153,-3.35272,2.25825,0.46
1743180,19,122.153,0.580611,2.25825,0.46
1743210,19,122.153,2.88316,2.25825,0.46
1743330,19,122.153,9.29189,2.26687,0.46
1743450,19,122.153,12.8973,2.25825,0.46
1743480,19,122.153,13.1257,2.25825,0.46
1743510,19,122.153,13.8099,2.25825,0.46
1743840,19,122.153,18.6226,2.26687,0.46
1743870,19,122.153,18.6226,2.26687,0.46
1743900,19,122.153,18.7715,2.26687,0.46
1743930,19,122.153,19.292,2.26687,0.46
1743990,19,122.153,19.292,2.26687,0.46
1744110,19,122.153,20.4037,2.26687,0.46
1744170,19,122.153,20.9945,2.26687,0.46
1744230,19,122.153,21.2894,2.26687,0.46
1744320,19,122.153,21.8046,2.26687,0.46
1744380,19,122.153,22.025,2.26687,0.46
1744680,19,122.153,22.9414,2.27556,0.46
1745400,19,122.153,24.9452,2.26687,0.46
1748400,19,122.153,12.3634,2.26687,43.24
1749390,19,122.153,19.5147,2.27556,264.96
1749450,19,122.153,17.2783,2.26687,279.68
1749480,19,122.153,0.341341,2.25825,279.68
1749540,19,122.153,-2.8682,2.25825,323.84
1749750,19,122.153,7.97563,2.25825,323.84
1749930,19,122.153,6.10636,2.25825,309.12
1749990,30,17.0582,52.6833,2.38522,507.84
1750020,19,122.153,13.2779,2.26687,338.56
1750050,26,17.2248,52.715,2.35683,250.24
1750110,19,122.153,16.4532,2.26687,382.72
1750320,26,17.2836,52.7467,2.37568,309.12
1750350,19,122.153,19.6631,2.26687,397.44
1750410,19,122.153,19.8114,2.26687,412.16
1750410,30,17.1072,52.8101,2.38522,684.48
1750440,30,17.1268,52.8101,2.38522,713.92
1750500,19,122.153,19.8114,2.26687,412.16
1750620,26,17.362,52.6833,2.36622,279.68
1750710,29,16.9014,53.2847,2.38522,121.44
1750740,19,122.153,3.04127,2.26687,412.16
1750740,26,17.2444,53.4427,2.38522,338.56
1750740,30,16.774,53.7896,2.37568,713.92
1750770,19,122.153,15.3237,2.27556,456.32
1750770,29,16.6466,54.1674,2.38522,136.16
1750830,29,16.382,54.9517,2.37568,143.52
1750860,26,17.1268,53.9786,2.38522,397.44
1750860,29,16.284,55.2645,2.37568,150.88
1750860,30,16.4408,54.6698,2.37568,831.68
1750890,26,17.0974,53.9156,2.37568,412.16
1750920,26,17.0876,54.1045,2.37568,412.16
1750920,29,16.284,55.2333,2.37568,150.88
1750920,30,16.3722,54.8891,2.37568,831.68
1750950,26,17.0484,54.1359,2.37568,412.16
1750950,30,16.3036,55.1395,2.37568,831.68
1750980,26,17.0288,54.3245,2.37568,397.44
1751010,29,16.1076,55.7638,2.37568,150.88
1751040,29,16.0684,55.9506,2.37568,150.88
1751040,32,15.7646,56.1995,2.35683,279.68
1751100,26,16.9994,54.4815,2.38522,426.88
1751100,29,15.9606,56.3237,2.37568,150.88
1751100,32,15.647,56.696,2.35683,279.68
1751130,26,16.9896,54.4501,2.38522,426.88
1751130,29,15.9606,56.3548,2.37568,158.24
1751130,30,16.284,55.0769,2.37568,861.12
1751190,19,122.153,10.8321,2.27556,478.4
1751190,26,17.0484,54.4501,2.38522,441.6
1751220,26,17.0582,54.4188,2.37568,456.32
1751220,29,15.941,56.572,2.37568,158.24
1751250,29,16.0292,56.3858,2.37568,158.24
1751280,26,17.068,54.3245,2.38522,456.32
1751280,27,17.4894,52.8101,2.35683,60.72
1751280,29,16.088,56.1684,2.37568,158.24
1751280,32,15.3726,57.6232,2.35683,323.84
1751340,29,16.1272,56.0129,2.37568,158.24
1751370,26,17.0876,54.2617,2.37568,478.4
1751370,30,16.137,55.6391,2.37568,920.0
1751400,26,17.1072,54.3873,2.38522,478.4
1751400,30,16.0782,56.044,2.36622,964.16
1751430,19,122.153,14.4543,2.27556,507.84
1751430,26,17.1268,54.2617,2.37568,478.4
1751460,26,17.1268,54.2617,2.38522,478.4
1751460,27,17.5678,52.6516,2.35683,60.72
1751460,30,16.0194,56.3237,2.37568,964.16
1751490,26,17.1562,54.1988,2.38522,478.4
1751490,29,16.4506,55.2333,2.37568,165.6
1751490,30,16.039,56.1062,2.37568,964.16
1751490,32,15.1178,58.4841,2.35683,353.28
1751520,26,17.166,54.1674,2.38522,507.84
1751520,29,16.48,55.1395,2.37568,165.6
1751520,30,16.0684,55.9818,2.37568,964.16
1751550,19,122.153,14.8327,2.27556,507.84
1751550,26,17.166,54.1359,2.37568,507.84
1751550,29,16.48,55.0456,2.38522,165.6
1751550,30,16.0978,56.0129,2.37568,964.16
1751550,32,15.2844,58.0542,2.35683,353.28
1751580,29,16.48,55.0769,2.37568,165.6
1751610,26,17.2248,54.0415,2.38522,507.84
1751610,29,16.4996,55.0769,2.37568,165.6
1751610,32,15.1276,58.4534,2.35683,368.0
1751640,19,122.153,15.2482,2.27556,507.84
1751640,30,16.088,55.9818,2.37568,1023.04
1751670,19,122.153,15.0217,2.27556,507.84
1751670,29,16.4506,54.9517,2.37568,165.6
1751700,32,15.1178,58.5148,2.35683,368.0
1751730,19,122.153,15.6254,2.27556,507.84
1751760,26,17.3424,53.7581,2.38522,537.28
1751760,29,16.578,54.8265,2.38522,172.96
1751760,32,15.1178,58.5454,2.35683,382.72
1751790,19,122.153,15.8514,2.28431,507.84
1751790,26,17.3718,53.632,2.38522,537.28
1751790,29,16.6368,54.5129,2.37568,172.96
1751790,32,15.1178,58.668,2.35683,382.72
1751820,29,16.627,54.5443,2.37568,172.96
1751850,29,16.6368,54.6384,2.37568,172.96
1751850,30,16.1272,55.9506,2.37568,1081.92
1751850,32,15.1178,58.8823,2.34751,382.72
1751880,26,17.4012,53.6635,2.38522,537.28
1751880,29,16.6956,54.7638,2.37568,180.32
1751880,32,15.1178,59.0046,2.35683,397.44
1751910,30,16.1958,55.7326,2.37568,1140.8
1751940,19,122.153,16.2653,2.28431,507.84
1751940,29,16.7054,54.607,2.37568,180.32
1751940,32,15.0884,59.3406,2.35683,397.44
1752000,29,16.7054,54.4501,2.37568,180.32
1752030,26,17.46,53.4427,2.38522,537.28
1752030,29,16.6956,54.4188,2.38522,180.32
1752030,30,16.382,55.0769,2.37568,1140.8
1752060,19,122.153,15.9267,2.28431,478.4
1752090,26,17.46,53.4111,2.38522,537.28
1752090,29,16.7152,54.7638,2.37568,195.04
1752090,30,16.2154,55.7014,2.37568,1199.68
1752120,29,16.7054,54.3873,2.37568,195.04
1752120,30,16.2938,55.4831,2.37568,1199.68
1752120,32,15.1178,59.4321,2.35683,478.4
1752150,26,17.509,53.3479,2.38522,566.72
1752150,29,16.7544,54.2617,2.37568,202.4
1752150,30,16.1566,56.2616,2.37568,1199.68
1752150,32,15.1178,59.4016,2.34751,478.4
1752180,26,17.4992,53.2531,2.38522,566.72
1752180,29,16.7642,54.1674,2.38522,202.4
1752180,30,16.1566,55.9195,2.37568,1199.68
1752180,32,14.9316,59.8584,2.34751,478.4
1752210,29,16.7544,54.2617,2.38522,202.4
1752210,30,16.2252,55.8261,2.37568,1199.68
1752240,26,17.5384,53.2531,2.38522,566.72
1752240,29,16.8034,54.1359,2.37568,202.4
1752240,32,14.9904,59.828,2.34751,507.84
1752270,29,16.8524,53.8841,2.38522,202.4
1752270,30,16.2252,55.9195,2.37568,1258.56
1752300,19,122.153,16.1525,2.28431,507.84
1752300,29,16.921,53.9471,2.38522,209.76
1752330,29,16.9602,53.7581,2.38522,217.12
1752330,30,16.1468,56.2616,2.37568,1317.44
1752330,32,15.0002,59.8584,2.35683,537.28
1752360,19,122.153,16.2277,2.28431,507.84
1752360,29,16.9896,53.6951,2.38522,217.12
1752390,29,16.9994,53.5058,2.38522,217.12
1752390,30,16.1664,55.9506,2.37568,1317.44
1752420,19,122.153,15.9267,2.28431,507.84
1752480,32,14.912,59.9496,2.34751,566.72
1752510,32,14.9708,59.7671,2.35683,566.72
1752540,19,122.153,15.9267,2.28431,537.28
1752540,29,17.019,53.7581,2.38522,224.48
1752540,32,14.9316,59.9496,2.34751,596.16
1752630,19,122.153,16.3029,2.28431,537.28
1752690,26,17.6854,52.8101,2.38522,684.48
1752690,32,14.9414,59.9496,2.35683,625.6
1752720,29,17.2836,52.7467,2.38522,235.52
1752720,32,15.01,59.7976,2.34751,625.6
1752750,26,17.7246,52.7467,2.38522,684.48
1752750,30,16.382,55.2333,2.37568,1435.2
1752780,26,17.7736,52.6833,2.38522,684.48
1752810,30,16.2938,55.6079,2.37568,1494.08
1752840,19,122.153,16.7535,2.28431,566.72
1752840,30,16.284,55.6391,2.37568,1435.2
1752840,32,15.1178,59.828,2.35683,625.6
1752870,19,122.153,16.716,2.28431,537.28
1752870,32,15.1178,59.7367,2.35683,625.6
1752900,32,15.1178,59.5845,2.35683,625.6
1752930,30,16.3036,55.5455,2.37568,1435.2
1752930,32,15.1178,59.6149,2.35683,625.6
1752990,19,122.153,16.6785,2.29313,507.84
1752990,30,16.4996,55.202,2.37568,1376.32
1753050,30,16.578,54.8265,2.37568,1435.2
1753080,19,122.153,16.1525,2.29313,537.28
1753140,30,16.676,54.5757,2.37568,1494.08
1753200,19,122.153,16.6785,2.29313,566.72
1753200,32,15.4216,58.1772,2.35683,684.48
1753230,30,16.823,54.1045,2.38522,1494.08
1753230,32,15.4608,57.962,2.35683,684.48
1753320,30,16.7544,54.1988,2.37568,1552.96
1753350,32,15.353,58.2693,2.35683,713.92
1753410,30,17.0092,53.4742,2.38522,1494.08
1753410,32,15.3236,58.5148,2.35683,713.92
1753470,32,15.2256,58.6067,2.35683,625.6
1753500,19,122.153,16.9786,2.29313,478.4
1753560,19,122.153,17.1285,2.29313,478.4
1753560,30,16.872,53.8211,2.37568,1376.32
1753560,32,15.1178,59.0963,2.35683,655.04
1753590,30,16.8426,54.1359,2.38522,1494.08
1753590,32,15.3236,58.7599,2.35683,713.92
1753620,32,15.3138,58.4841,2.35683,713.92
1753650,30,16.9798,53.6951,2.37568,1552.96
1753650,32,15.1178,58.974,2.35683,743.36
1753710,30,16.823,54.0415,2.37568,1494.08
1753710,32,15.4314,58.1157,2.35683,713.92
1753770,30,17.0288,53.4427,2.37568,1494.08
1753770,32,15.4902,57.9312,2.35683,713.92
1753800,32,15.402,58.2079,2.35683,743.36
1753830,30,16.7152,54.7951,2.37568,1552.96
1753860,30,16.6074,54.7638,2.37568,1552.96
1753890,32,15.4706,58.2386,2.35683,713.92
1753920,32,15.4216,58.3307,2.35683,743.36
1753950,32,15.3138,58.4534,2.35683,713.92
1753980,32,15.2648,58.668,2.35683,743.36
1754040,32,15.4216,58.2079,2.35683,743.36
1754070,32,15.5784,57.8389,2.35683,655.04
1754100,30,16.7838,54.1988,2.38522,1435.2
1754100,32,15.647,57.4382,2.36622,684.48
1754160,30,16.8622,53.9471,2.37568,1317.44
1754190,30,16.8622,54.3873,2.37568,1376.32
1754220,30,16.8916,53.8841,2.37568,1376.32
1754250,30,16.8328,54.2617,2.37568,1258.56
1754250,32,15.3922,58.2386,2.35683,596.16
1754280,19,122.153,18.4736,2.29313,368.0
1754280,32,15.5,58.1157,2.35683,625.6
1754310,32,15.3628,58.3,2.35683,655.04
1754370,30,17.0288,53.6005,2.38522,1611.84
1754370,32,15.5392,57.7465,2.35683,743.36
1754400,30,16.97,53.632,2.37568,1552.96
1754430,32,15.4118,58.1157,2.35683,625.6
1754460,30,17.0092,53.5689,2.38522,1494.08
1754490,19,122.153,18.8459,2.29313,478.4
1754490,30,16.97,53.5689,2.38522,1729.6
1754520,19,122.153,18.6226,2.29313,441.6
1754520,30,16.97,53.6635,2.37568,1670.72
1754550,32,15.3824,58.1772,2.35683,772.8
1754580,32,15.402,58.2079,2.35683,743.36
1754610,32,15.3628,58.3,2.35683,890.56
1754670,19,122.153,19.292,2.29313,537.28
1754700,32,15.5294,57.8389,2.35683,890.56
1754730,32,15.6862,57.3456,2.35683,890.56
1754760,32,15.598,57.6849,2.35683,861.12
1754820,19,122.153,18.6226,2.29313,478.4
1754820,32,15.745,57.1294,2.35683,861.12
1754850,19,122.153,19.0691,2.29313,456.32
1754850,32,15.6764,57.4999,2.35683,802.24
1754880,30,17.0582,53.4111,2.38522,1788.48
1754910,30,17.1072,53.3795,2.38522,1847.36
1754910,32,15.6372,57.4999,2.35683,802.24
1754940,32,15.6764,57.3765,2.35683,861.12
1754970,32,15.7548,57.4073,2.35683,861.12
1755000,32,15.7744,57.0675,2.35683,890.56
1755030,32,15.6568,57.4073,2.35683,890.56
1755060,30,16.9602,53.8211,2.37568,1847.36
1755090,19,122.153,18.9947,2.29313,507.84
1755090,30,17.117,53.3163,2.37568,1847.36
1755120,19,122.153,19.0691,2.29313,507.84
1755120,32,15.6568,57.3765,2.35683,964.16
1755150,32,15.7352,57.1912,2.35683,1023.04
1755180,32,15.7744,57.1294,2.35683,1023.04
1755300,32,15.9116,56.8819,2.35683,1023.04
1755360,32,16.1958,55.8884,2.36622,1023.04
1755420,32,16.186,56.0129,2.35683,1023.04
1755450,19,122.153,8.82807,2.29313,537.28
1755450,32,16.0978,56.3237,2.36622,1081.92
1755480,32,16.0488,56.3858,2.36622,1023.04
1755510,32,16.1272,56.3237,2.35683,1081.92
1755630,19,122.153,1.93267,2.29313,537.28
1755690,32,16.3722,55.5143,2.36622,1081.92
1755720,32,16.4212,55.2645,2.36622,1081.92
1755750,19,122.153,-0.37768,2.29313,537.28
1755780,32,16.4604,55.1395,2.36622,1081.92
1755870,32,16.1468,56.2616,2.36622,1081.92
1755900,32,16.1762,56.1062,2.36622,1081.92
1755930,32,16.284,56.044,2.36622,1081.92
1756020,32,16.5388,55.0769,2.36622,1140.8
1756050,32,16.4898,55.1395,2.36622,1140.8
1756230,32,16.4996,55.1707,2.36622,1140.8
1756290,19,122.153,-0.537709,2.29313,507.84
1756320,19,122.153,1.13812,2.29313,537.28
1756350,19,122.153,2.64584,2.29313,537.28
1756350,32,16.4996,55.2645,2.36622,1140.8
1756410,32,16.5976,54.7325,2.36622,1199.68
1756470,19,122.153,4.65665,2.29313,507.84
1756530,32,16.578,54.9517,2.36622,1199.68
1756560,19,122.153,-0.217741,2.29313,507.84
