timestamp,nodeid,dt,datetime
1527690,14,1970-01-18 16:21:30,1970-01-18 16:21:30
1527690,16,1970-01-18 16:21:30,1970-01-18 16:21:30
1527690,17,1970-01-18 16:21:30,1970-01-18 16:21:30
1527780,12,1970-01-18 16:23:00,1970-01-18 16:23:00
1527780,16,1970-01-18 16:23:00,1970-01-18 16:23:00
1528110,16,1970-01-18 16:28:30,1970-01-18 16:28:30
1528110,19,1970-01-18 16:28:30,1970-01-18 16:28:30
1528230,13,1970-01-18 16:30:30,1970-01-18 16:30:30
1528230,16,1970-01-18 16:30:30,1970-01-18 16:30:30
1528350,16,1970-01-18 16:32:30,1970-01-18 16:32:30
1528440,16,1970-01-18 16:34:00,1970-01-18 16:34:00
1528470,12,1970-01-18 16:34:30,1970-01-18 16:34:30
1528470,16,1970-01-18 16:34:30,1970-01-18 16:34:30
1528800,16,1970-01-18 16:40:00,1970-01-18 16:40:00
1528860,16,1970-01-18 16:41:00,1970-01-18 16:41:00
1528950,16,1970-01-18 16:42:30,1970-01-18 16:42:30
1529190,17,1970-01-18 16:46:30,1970-01-18 16:46:30
1529190,21,1970-01-18 16:46:30,1970-01-18 16:46:30
1529340,13,1970-01-18 16:49:00,1970-01-18 16:49:00
1529340,16,1970-01-18 16:49:00,1970-01-18 16:49:00
1529550,16,1970-01-18 16:52:30,1970-01-18 16:52:30
1529700,16,1970-01-18 16:55:00,1970-01-18 16:55:00
1529700,21,1970-01-18 16:55:00,1970-01-18 16:55:00
1529760,13,1970-01-18 16:56:00,1970-01-18 16:56:00
1529760,16,1970-01-18 16:56:00,1970-01-18 16:56:00
1529760,17,1970-01-18 16:56:00,1970-01-18 16:56:00
1529760,19,1970-01-18 16:56:00,1970-01-18 16:56:00
1529790,16,1970-01-18 16:56:30,1970-01-18 16:56:30
1529820,16,1970-01-18 16:57:00,1970-01-18 16:57:00
1529820,19,1970-01-18 16:57:00,1970-01-18 16:57:00
1529820,21,1970-01-18 16:57:00,1970-01-18 16:57:00
1529850,10,1970-01-18 16:57:30,1970-01-18 16:57:30
1529850,13,1970-01-18 16:57:30,1970-01-18 16:57:30
1529850,16,1970-01-18 16:57:30,1970-01-18 16:57:30
1529850,17,1970-01-18 16:57:30,1970-01-18 16:57:30
1529850,22,1970-01-18 16:57:30,1970-01-18 16:57:30
1529880,13,1970-01-18 16:58:00,1970-01-18 16:58:00
1529880,16,1970-01-18 16:58:00,1970-01-18 16:58:00
1529910,16,1970-01-18 16:58:30,1970-01-18 16:58:30
1529910,21,1970-01-18 16:58:30,1970-01-18 16:58:30
1529940,16,1970-01-18 16:59:00,1970-01-18 16:59:00
1529940,19,1970-01-18 16:59:00,1970-01-18 16:59:00
1530000,16,1970-01-18 17:00:00,1970-01-18 17:00:00
1530000,19,1970-01-18 17:00:00,1970-01-18 17:00:00
1530030,13,1970-01-18 17:00:30,1970-01-18 17:00:30
1530030,16,1970-01-18 17:00:30,1970-01-18 17:00:30
1530060,16,1970-01-18 17:01:00,1970-01-18 17:01:00
1530090,16,1970-01-18 17:01:30,1970-01-18 17:01:30
1530090,19,1970-01-18 17:01:30,1970-01-18 17:01:30
1530090,21,1970-01-18 17:01:30,1970-01-18 17:01:30
1530330,13,1970-01-18 17:05:30,1970-01-18 17:05:30
1530390,13,1970-01-18 17:06:30,1970-01-18 17:06:30
1530390,16,1970-01-18 17:06:30,1970-01-18 17:06:30
1530690,16,1970-01-18 17:11:30,1970-01-18 17:11:30
1530690,17,1970-01-18 17:11:30,1970-01-18 17:11:30
1530690,21,1970-01-18 17:11:30,1970-01-18 17:11:30
1530960,11,1970-01-18 17:16:00,1970-01-18 17:16:00
1530960,17,1970-01-18 17:16:00,1970-01-18 17:16:00
1531020,16,1970-01-18 17:17:00,1970-01-18 17:17:00
1531050,16,1970-01-18 17:17:30,1970-01-18 17:17:30
1531080,13,1970-01-18 17:18:00,1970-01-18 17:18:00
1531080,16,1970-01-18 17:18:00,1970-01-18 17:18:00
1531140,13,1970-01-18 17:19:00,1970-01-18 17:19:00
1531140,17,1970-01-18 17:19:00,1970-01-18 17:19:00
1531350,14,1970-01-18 17:22:30,1970-01-18 17:22:30
1531350,16,1970-01-18 17:22:30,1970-01-18 17:22:30
1531350,19,1970-01-18 17:22:30,1970-01-18 17:22:30
1531440,11,1970-01-18 17:24:00,1970-01-18 17:24:00
1531440,16,1970-01-18 17:24:00,1970-01-18 17:24:00
1531470,13,1970-01-18 17:24:30,1970-01-18 17:24:30
1531470,16,1970-01-18 17:24:30,1970-01-18 17:24:30
1531470,17,1970-01-18 17:24:30,1970-01-18 17:24:30
1531470,22,1970-01-18 17:24:30,1970-01-18 17:24:30
1531470,23,1970-01-18 17:24:30,1970-01-18 17:24:30
1531500,13,1970-01-18 17:25:00,1970-01-18 17:25:00
1531500,16,1970-01-18 17:25:00,1970-01-18 17:25:00
1531500,21,1970-01-18 17:25:00,1970-01-18 17:25:00
1531530,17,1970-01-18 17:25:30,1970-01-18 17:25:30
1531530,23,1970-01-18 17:25:30,1970-01-18 17:25:30
1531560,12,1970-01-18 17:26:00,1970-01-18 17:26:00
1531560,16,1970-01-18 17:26:00,1970-01-18 17:26:00
1531590,14,1970-01-18 17:26:30,1970-01-18 17:26:30
1531590,16,1970-01-18 17:26:30,1970-01-18 17:26:30
1531710,17,1970-01-18 17:28:30,1970-01-18 17:28:30
1531920,16,1970-01-18 17:32:00,1970-01-18 17:32:00
1532010,14,1970-01-18 17:33:30,1970-01-18 17:33:30
1532010,16,1970-01-18 17:33:30,1970-01-18 17:33:30
1532160,2,1970-01-18 17:36:00,1970-01-18 17:36:00
1532160,3,1970-01-18 17:36:00,1970-01-18 17:36:00
1532160,6,1970-01-18 17:36:00,1970-01-18 17:36:00
1532160,11,1970-01-18 17:36:00,1970-01-18 17:36:00
1532160,14,1970-01-18 17:36:00,1970-01-18 17:36:00
1532160,16,1970-01-18 17:36:00,1970-01-18 17:36:00
1532160,17,1970-01-18 17:36:00,1970-01-18 17:36:00
1532160,19,1970-01-18 17:36:00,1970-01-18 17:36:00
1532160,21,1970-01-18 17:36:00,1970-01-18 17:36:00
1532160,34,1970-01-18 17:36:00,1970-01-18 17:36:00
1532160,39,1970-01-18 17:36:00,1970-01-18 17:36:00
1532160,42,1970-01-18 17:36:00,1970-01-18 17:36:00
1532160,44,1970-01-18 17:36:00,1970-01-18 17:36:00
1532190,16,1970-01-18 17:36:30,1970-01-18 17:36:30
1532220,12,1970-01-18 17:37:00,1970-01-18 17:37:00
1532220,13,1970-01-18 17:37:00,1970-01-18 17:37:00
1532220,16,1970-01-18 17:37:00,1970-01-18 17:37:00
1532280,14,1970-01-18 17:38:00,1970-01-18 17:38:00
1532280,17,1970-01-18 17:38:00,1970-01-18 17:38:00
1532400,16,1970-01-18 17:40:00,1970-01-18 17:40:00
1532400,17,1970-01-18 17:40:00,1970-01-18 17:40:00
1532400,21,1970-01-18 17:40:00,1970-01-18 17:40:00
1532430,16,1970-01-18 17:40:30,1970-01-18 17:40:30
1532430,17,1970-01-18 17:40:30,1970-01-18 17:40:30
1532430,21,1970-01-18 17:40:30,1970-01-18 17:40:30
1532430,23,1970-01-18 17:40:30,1970-01-18 17:40:30
1532520,17,1970-01-18 17:42:00,1970-01-18 17:42:00
1532580,16,1970-01-18 17:43:00,1970-01-18 17:43:00
1532640,16,1970-01-18 17:44:00,1970-01-18 17:44:00
1532640,17,1970-01-18 17:44:00,1970-01-18 17:44:00
1532640,22,1970-01-18 17:44:00,1970-01-18 17:44:00
1532760,13,1970-01-18 17:46:00,1970-01-18 17:46:00
1532760,16,1970-01-18 17:46:00,1970-01-18 17:46:00
1532820,16,1970-01-18 17:47:00,1970-01-18 17:47:00
1532850,17,1970-01-18 17:47:30,1970-01-18 17:47:30
1533060,14,1970-01-18 17:51:00,1970-01-18 17:51:00
1533060,17,1970-01-18 17:51:00,1970-01-18 17:51:00
1533180,12,1970-01-18 17:53:00,1970-01-18 17:53:00
1533180,17,1970-01-18 17:53:00,1970-01-18 17:53:00
1533360,16,1970-01-18 17:56:00,1970-01-18 17:56:00
1533360,17,1970-01-18 17:56:00,1970-01-18 17:56:00
1533360,22,1970-01-18 17:56:00,1970-01-18 17:56:00
1533420,13,1970-01-18 17:57:00,1970-01-18 17:57:00
1533420,16,1970-01-18 17:57:00,1970-01-18 17:57:00
1533540,11,1970-01-18 17:59:00,1970-01-18 17:59:00
1533540,16,1970-01-18 17:59:00,1970-01-18 17:59:00
1533600,13,1970-01-18 18:00:00,1970-01-18 18:00:00
1533600,17,1970-01-18 18:00:00,1970-01-18 18:00:00
1533600,21,1970-01-18 18:00:00,1970-01-18 18:00:00
1533600,22,1970-01-18 18:00:00,1970-01-18 18:00:00
1533810,12,1970-01-18 18:03:30,1970-01-18 18:03:30
1533810,16,1970-01-18 18:03:30,1970-01-18 18:03:30
1533810,17,1970-01-18 18:03:30,1970-01-18 18:03:30
1533810,19,1970-01-18 18:03:30,1970-01-18 18:03:30
1533840,17,1970-01-18 18:04:00,1970-01-18 18:04:00
1533840,21,1970-01-18 18:04:00,1970-01-18 18:04:00
1533870,16,1970-01-18 18:04:30,1970-01-18 18:04:30
1533870,17,1970-01-18 18:04:30,1970-01-18 18:04:30
1534080,13,1970-01-18 18:08:00,1970-01-18 18:08:00
1534080,17,1970-01-18 18:08:00,1970-01-18 18:08:00
1534080,22,1970-01-18 18:08:00,1970-01-18 18:08:00
1534230,16,1970-01-18 18:10:30,1970-01-18 18:10:30
1534410,13,1970-01-18 18:13:30,1970-01-18 18:13:30
1534410,17,1970-01-18 18:13:30,1970-01-18 18:13:30
1534500,16,1970-01-18 18:15:00,1970-01-18 18:15:00
1534560,17,1970-01-18 18:16:00,1970-01-18 18:16:00
1534560,22,1970-01-18 18:16:00,1970-01-18 18:16:00
1534560,23,1970-01-18 18:16:00,1970-01-18 18:16:00
1534620,17,1970-01-18 18:17:00,1970-01-18 18:17:00
1534620,19,1970-01-18 18:17:00,1970-01-18 18:17:00
1534680,16,1970-01-18 18:18:00,1970-01-18 18:18:00
1535100,14,1970-01-18 18:25:00,1970-01-18 18:25:00
1535100,16,1970-01-18 18:25:00,1970-01-18 18:25:00
1535100,17,1970-01-18 18:25:00,1970-01-18 18:25:00
1535250,16,1970-01-18 18:27:30,1970-01-18 18:27:30
1535250,17,1970-01-18 18:27:30,1970-01-18 18:27:30
1535280,17,1970-01-18 18:28:00,1970-01-18 18:28:00
1535400,12,1970-01-18 18:30:00,1970-01-18 18:30:00
1535400,17,1970-01-18 18:30:00,1970-01-18 18:30:00
1535400,27,1970-01-18 18:30:00,1970-01-18 18:30:00
1535550,16,1970-01-18 18:32:30,1970-01-18 18:32:30
1535550,17,1970-01-18 18:32:30,1970-01-18 18:32:30
1535550,21,1970-01-18 18:32:30,1970-01-18 18:32:30
1535640,17,1970-01-18 18:34:00,1970-01-18 18:34:00
1535640,23,1970-01-18 18:34:00,1970-01-18 18:34:00
1535670,16,1970-01-18 18:34:30,1970-01-18 18:34:30
1535670,17,1970-01-18 18:34:30,1970-01-18 18:34:30
1535670,21,1970-01-18 18:34:30,1970-01-18 18:34:30
1535670,22,1970-01-18 18:34:30,1970-01-18 18:34:30
1535850,13,1970-01-18 18:37:30,1970-01-18 18:37:30
1535850,17,1970-01-18 18:37:30,1970-01-18 18:37:30
1535850,22,1970-01-18 18:37:30,1970-01-18 18:37:30
1536000,13,1970-01-18 18:40:00,1970-01-18 18:40:00
1536000,17,1970-01-18 18:40:00,1970-01-18 18:40:00
1536030,14,1970-01-18 18:40:30,1970-01-18 18:40:30
1536030,17,1970-01-18 18:40:30,1970-01-18 18:40:30
1536030,23,1970-01-18 18:40:30,1970-01-18 18:40:30
1536090,13,1970-01-18 18:41:30,1970-01-18 18:41:30
1536090,14,1970-01-18 18:41:30,1970-01-18 18:41:30
1536090,17,1970-01-18 18:41:30,1970-01-18 18:41:30
1536120,13,1970-01-18 18:42:00,1970-01-18 18:42:00
1536120,16,1970-01-18 18:42:00,1970-01-18 18:42:00
1536120,21,1970-01-18 18:42:00,1970-01-18 18:42:00
1536150,17,1970-01-18 18:42:30,1970-01-18 18:42:30
1536150,22,1970-01-18 18:42:30,1970-01-18 18:42:30
1536270,16,1970-01-18 18:44:30,1970-01-18 18:44:30
1536270,17,1970-01-18 18:44:30,1970-01-18 18:44:30
1536270,23,1970-01-18 18:44:30,1970-01-18 18:44:30
1536420,11,1970-01-18 18:47:00,1970-01-18 18:47:00
1536420,13,1970-01-18 18:47:00,1970-01-18 18:47:00
1536420,17,1970-01-18 18:47:00,1970-01-18 18:47:00
1536810,13,1970-01-18 18:53:30,1970-01-18 18:53:30
1536810,17,1970-01-18 18:53:30,1970-01-18 18:53:30
1537020,17,1970-01-18 18:57:00,1970-01-18 18:57:00
1537020,22,1970-01-18 18:57:00,1970-01-18 18:57:00
1537020,23,1970-01-18 18:57:00,1970-01-18 18:57:00
1537380,17,1970-01-18 19:03:00,1970-01-18 19:03:00
1537500,16,1970-01-18 19:05:00,1970-01-18 19:05:00
1537530,16,1970-01-18 19:05:30,1970-01-18 19:05:30
1537530,19,1970-01-18 19:05:30,1970-01-18 19:05:30
1537530,21,1970-01-18 19:05:30,1970-01-18 19:05:30
1537560,16,1970-01-18 19:06:00,1970-01-18 19:06:00
1543530,13,1970-01-18 20:45:30,1970-01-18 20:45:30
1543530,16,1970-01-18 20:45:30,1970-01-18 20:45:30
1543590,17,1970-01-18 20:46:30,1970-01-18 20:46:30
1545000,13,1970-01-18 21:10:00,1970-01-18 21:10:00
1545000,17,1970-01-18 21:10:00,1970-01-18 21:10:00
1558710,14,1970-01-19 00:58:30,1970-01-19 00:58:30
1558710,16,1970-01-19 00:58:30,1970-01-19 00:58:30
1558710,19,1970-01-19 00:58:30,1970-01-19 00:58:30
1558710,21,1970-01-19 00:58:30,1970-01-19 00:58:30
1558770,13,1970-01-19 00:59:30,1970-01-19 00:59:30
1558770,17,1970-01-19 00:59:30,1970-01-19 00:59:30
1559340,14,1970-01-19 01:09:00,1970-01-19 01:09:00
1559340,16,1970-01-19 01:09:00,1970-01-19 01:09:00
1559760,13,1970-01-19 01:16:00,1970-01-19 01:16:00
1559760,14,1970-01-19 01:16:00,1970-01-19 01:16:00
1559760,16,1970-01-19 01:16:00,1970-01-19 01:16:00
1559760,19,1970-01-19 01:16:00,1970-01-19 01:16:00
1559820,16,1970-01-19 01:17:00,1970-01-19 01:17:00
1559820,19,1970-01-19 01:17:00,1970-01-19 01:17:00
1559910,14,1970-01-19 01:18:30,1970-01-19 01:18:30
1559910,16,1970-01-19 01:18:30,1970-01-19 01:18:30
1560060,11,1970-01-19 01:21:00,1970-01-19 01:21:00
1560060,17,1970-01-19 01:21:00,1970-01-19 01:21:00
1560060,19,1970-01-19 01:21:00,1970-01-19 01:21:00
1560060,22,1970-01-19 01:21:00,1970-01-19 01:21:00
1560270,13,1970-01-19 01:24:30,1970-01-19 01:24:30
1560270,17,1970-01-19 01:24:30,1970-01-19 01:24:30
1560270,19,1970-01-19 01:24:30,1970-01-19 01:24:30
1560330,14,1970-01-19 01:25:30,1970-01-19 01:25:30
1560330,17,1970-01-19 01:25:30,1970-01-19 01:25:30
1560480,16,1970-01-19 01:28:00,1970-01-19 01:28:00
1560480,21,1970-01-19 01:28:00,1970-01-19 01:28:00
1560930,16,1970-01-19 01:35:30,1970-01-19 01:35:30
1561050,14,1970-01-19 01:37:30,1970-01-19 01:37:30
1561050,16,1970-01-19 01:37:30,1970-01-19 01:37:30
1561050,21,1970-01-19 01:37:30,1970-01-19 01:37:30
1564230,11,1970-01-19 02:30:30,1970-01-19 02:30:30
1564230,16,1970-01-19 02:30:30,1970-01-19 02:30:30
1564230,19,1970-01-19 02:30:30,1970-01-19 02:30:30
1564860,16,1970-01-19 02:41:00,1970-01-19 02:41:00
1564860,21,1970-01-19 02:41:00,1970-01-19 02:41:00
1565070,14,1970-01-19 02:44:30,1970-01-19 02:44:30
1565070,16,1970-01-19 02:44:30,1970-01-19 02:44:30
1565070,19,1970-01-19 02:44:30,1970-01-19 02:44:30
1565070,21,1970-01-19 02:44:30,1970-01-19 02:44:30
1565550,11,1970-01-19 02:52:30,1970-01-19 02:52:30
1565640,17,1970-01-19 02:54:00,1970-01-19 02:54:00
1565640,21,1970-01-19 02:54:00,1970-01-19 02:54:00
1565670,11,1970-01-19 02:54:30,1970-01-19 02:54:30
1565670,17,1970-01-19 02:54:30,1970-01-19 02:54:30
1565670,21,1970-01-19 02:54:30,1970-01-19 02:54:30
1565820,13,1970-01-19 02:57:00,1970-01-19 02:57:00
1565820,17,1970-01-19 02:57:00,1970-01-19 02:57:00
1565820,21,1970-01-19 02:57:00,1970-01-19 02:57:00
1565820,22,1970-01-19 02:57:00,1970-01-19 02:57:00
1565910,11,1970-01-19 02:58:30,1970-01-19 02:58:30
1565910,13,1970-01-19 02:58:30,1970-01-19 02:58:30
1565910,16,1970-01-19 02:58:30,1970-01-19 02:58:30
1565910,21,1970-01-19 02:58:30,1970-01-19 02:58:30
1565940,16,1970-01-19 02:59:00,1970-01-19 02:59:00
1566000,16,1970-01-19 03:00:00,1970-01-19 03:00:00
1566000,21,1970-01-19 03:00:00,1970-01-19 03:00:00
1566030,6,1970-01-19 03:00:30,1970-01-19 03:00:30
1566030,12,1970-01-19 03:00:30,1970-01-19 03:00:30
1566030,16,1970-01-19 03:00:30,1970-01-19 03:00:30
1566030,17,1970-01-19 03:00:30,1970-01-19 03:00:30
1566030,19,1970-01-19 03:00:30,1970-01-19 03:00:30
1566030,22,1970-01-19 03:00:30,1970-01-19 03:00:30
1566150,12,1970-01-19 03:02:30,1970-01-19 03:02:30
1566150,17,1970-01-19 03:02:30,1970-01-19 03:02:30
1566150,19,1970-01-19 03:02:30,1970-01-19 03:02:30
1566150,23,1970-01-19 03:02:30,1970-01-19 03:02:30
1566180,11,1970-01-19 03:03:00,1970-01-19 03:03:00
1566180,16,1970-01-19 03:03:00,1970-01-19 03:03:00
1566270,16,1970-01-19 03:04:30,1970-01-19 03:04:30
1566270,21,1970-01-19 03:04:30,1970-01-19 03:04:30
1566330,13,1970-01-19 03:05:30,1970-01-19 03:05:30
1566330,16,1970-01-19 03:05:30,1970-01-19 03:05:30
1566330,21,1970-01-19 03:05:30,1970-01-19 03:05:30
1566360,16,1970-01-19 03:06:00,1970-01-19 03:06:00
1566360,17,1970-01-19 03:06:00,1970-01-19 03:06:00
1566360,22,1970-01-19 03:06:00,1970-01-19 03:06:00
1566600,12,1970-01-19 03:10:00,1970-01-19 03:10:00
1566600,22,1970-01-19 03:10:00,1970-01-19 03:10:00
1566630,13,1970-01-19 03:10:30,1970-01-19 03:10:30
1566630,16,1970-01-19 03:10:30,1970-01-19 03:10:30
1566630,19,1970-01-19 03:10:30,1970-01-19 03:10:30
1566690,11,1970-01-19 03:11:30,1970-01-19 03:11:30
1566690,13,1970-01-19 03:11:30,1970-01-19 03:11:30
1566690,14,1970-01-19 03:11:30,1970-01-19 03:11:30
1566690,16,1970-01-19 03:11:30,1970-01-19 03:11:30
1566690,21,1970-01-19 03:11:30,1970-01-19 03:11:30
1566780,16,1970-01-19 03:13:00,1970-01-19 03:13:00
1566780,17,1970-01-19 03:13:00,1970-01-19 03:13:00
1566780,19,1970-01-19 03:13:00,1970-01-19 03:13:00
1566780,21,1970-01-19 03:13:00,1970-01-19 03:13:00
1566930,12,1970-01-19 03:15:30,1970-01-19 03:15:30
1566930,17,1970-01-19 03:15:30,1970-01-19 03:15:30
1566930,19,1970-01-19 03:15:30,1970-01-19 03:15:30
1566930,21,1970-01-19 03:15:30,1970-01-19 03:15:30
1566930,22,1970-01-19 03:15:30,1970-01-19 03:15:30
1566990,14,1970-01-19 03:16:30,1970-01-19 03:16:30
1566990,16,1970-01-19 03:16:30,1970-01-19 03:16:30
1566990,17,1970-01-19 03:16:30,1970-01-19 03:16:30
1566990,21,1970-01-19 03:16:30,1970-01-19 03:16:30
1567050,13,1970-01-19 03:17:30,1970-01-19 03:17:30
1567050,16,1970-01-19 03:17:30,1970-01-19 03:17:30
1567080,13,1970-01-19 03:18:00,1970-01-19 03:18:00
1567080,16,1970-01-19 03:18:00,1970-01-19 03:18:00
1567170,16,1970-01-19 03:19:30,1970-01-19 03:19:30
1567170,19,1970-01-19 03:19:30,1970-01-19 03:19:30
1567170,21,1970-01-19 03:19:30,1970-01-19 03:19:30
1567200,16,1970-01-19 03:20:00,1970-01-19 03:20:00
1567200,17,1970-01-19 03:20:00,1970-01-19 03:20:00
1567200,19,1970-01-19 03:20:00,1970-01-19 03:20:00
1567200,22,1970-01-19 03:20:00,1970-01-19 03:20:00
1567260,12,1970-01-19 03:21:00,1970-01-19 03:21:00
1567260,13,1970-01-19 03:21:00,1970-01-19 03:21:00
1567260,16,1970-01-19 03:21:00,1970-01-19 03:21:00
1567260,19,1970-01-19 03:21:00,1970-01-19 03:21:00
1567440,13,1970-01-19 03:24:00,1970-01-19 03:24:00
1567440,16,1970-01-19 03:24:00,1970-01-19 03:24:00
1567440,21,1970-01-19 03:24:00,1970-01-19 03:24:00
1567470,11,1970-01-19 03:24:30,1970-01-19 03:24:30
1567470,12,1970-01-19 03:24:30,1970-01-19 03:24:30
1567470,16,1970-01-19 03:24:30,1970-01-19 03:24:30
1567470,21,1970-01-19 03:24:30,1970-01-19 03:24:30
1567590,14,1970-01-19 03:26:30,1970-01-19 03:26:30
1567590,16,1970-01-19 03:26:30,1970-01-19 03:26:30
1567590,19,1970-01-19 03:26:30,1970-01-19 03:26:30
1567680,16,1970-01-19 03:28:00,1970-01-19 03:28:00
1567710,16,1970-01-19 03:28:30,1970-01-19 03:28:30
1567710,19,1970-01-19 03:28:30,1970-01-19 03:28:30
1567740,16,1970-01-19 03:29:00,1970-01-19 03:29:00
1567770,12,1970-01-19 03:29:30,1970-01-19 03:29:30
1567770,17,1970-01-19 03:29:30,1970-01-19 03:29:30
1567770,22,1970-01-19 03:29:30,1970-01-19 03:29:30
1567800,17,1970-01-19 03:30:00,1970-01-19 03:30:00
1567800,21,1970-01-19 03:30:00,1970-01-19 03:30:00
1567860,12,1970-01-19 03:31:00,1970-01-19 03:31:00
1567860,16,1970-01-19 03:31:00,1970-01-19 03:31:00
1567860,19,1970-01-19 03:31:00,1970-01-19 03:31:00
1567890,17,1970-01-19 03:31:30,1970-01-19 03:31:30
1567890,21,1970-01-19 03:31:30,1970-01-19 03:31:30
